variety,defect_type,length_mm,width_mm,aspect_ratio,area_mm2,circularity,solidity,eccentricity,rg_ratio,rb_ratio,gb_ratio,norm_s,quality_grade
nati_mansuri,whole,4.781,2.122,2.253,7.967,0.6436,0.8904,0.5581,1.1393,1.3106,1.1006,0.1269,Common
nati_mansuri,discolored,4.993,2.377,2.101,9.32,0.8626,0.9318,0.5263,1.0768,1.2167,1.195,0.0668,Rejected
nati_mansuri,chalky,4.737,2.259,2.097,8.404,0.5636,0.8736,0.5254,1.1486,1.3085,1.1861,0.1492,Rejected
nati_mansuri,whole,4.842,2.008,2.411,7.638,0.863,0.9385,0.5869,1.0646,1.1897,1.2038,0.1365,Grade B
nati_mansuri,whole,4.515,2.479,1.821,8.792,0.7925,0.9284,0.4539,1.1406,1.287,1.194,0.1749,Common
nati_mansuri,whole,5.26,1.827,2.879,7.548,0.9052,0.8347,0.6538,1.0624,1.2867,1.1712,0.1702,Grade A
nati_mansuri,whole,4.603,2.359,1.951,8.529,0.6935,0.9246,0.4902,1.067,1.2492,1.1972,0.1683,Grade A
nati_mansuri,chalky,5.009,2.293,2.184,9.022,0.783,0.8747,0.5442,0.9932,1.2474,1.134,0.1376,Common
nati_mansuri,whole,4.702,2.33,2.018,8.605,0.7158,0.9297,0.5069,1.0986,1.3308,1.1323,0.182,Grade A
nati_mansuri,discolored,4.864,2.13,2.284,8.136,0.7665,1.0,0.564,1.0528,1.3166,1.0747,0.1536,Rejected
nati_mansuri,whole,4.499,2.175,2.068,7.685,0.5899,0.9566,0.5189,1.1604,1.2919,1.1281,0.1877,Grade A
nati_mansuri,chalky,4.956,2.079,2.384,8.092,0.7989,0.9009,0.5822,1.1362,1.4021,1.1075,0.123,Rejected
nati_mansuri,damaged,4.576,2.181,2.098,7.839,0.7478,0.8911,0.5256,1.1092,1.1659,1.3129,0.0996,Rejected
nati_mansuri,whole,4.691,2.294,2.045,8.449,0.8913,0.8538,0.5134,1.219,1.3506,1.205,0.1105,Grade B
nati_mansuri,whole,5.231,2.106,2.484,8.651,0.6887,0.8922,0.599,1.0407,1.3493,1.2121,0.1763,Grade A
nati_mansuri,chalky,5.652,2.21,2.558,9.809,0.8895,0.9068,0.6106,1.0177,1.2655,1.2429,0.1149,Common
nati_mansuri,chalky,4.801,2.417,1.986,9.114,0.7238,0.944,0.4991,1.0741,1.3085,1.1244,0.1787,Common
nati_mansuri,whole,4.721,2.34,2.017,8.677,0.6505,0.8692,0.5067,0.9953,1.2056,1.1606,0.1464,Grade B
nati_mansuri,damaged,4.5,2.011,2.237,7.109,0.748,0.9892,0.555,1.176,1.3468,1.2183,0.1909,Rejected
nati_mansuri,whole,4.691,2.028,2.314,7.47,0.6316,0.9195,0.5696,1.1036,1.4441,1.1849,0.1754,Grade A
nati_mansuri,damaged,4.348,2.152,2.021,7.348,0.7527,0.9204,0.5076,1.1566,1.3045,1.1589,0.2044,Rejected
nati_mansuri,whole,4.664,2.442,1.91,8.944,0.7928,0.9304,0.4791,0.9587,1.2915,1.2538,0.1558,Grade B
nati_mansuri,whole,4.555,2.382,1.912,8.523,0.741,0.9807,0.4797,1.0913,1.3225,1.181,0.1104,Common
nati_mansuri,whole,4.033,2.386,1.69,7.558,0.7174,0.8891,0.4118,1.0028,1.3404,1.164,0.1567,Grade A
nati_mansuri,chalky,4.562,2.258,2.02,8.091,0.8455,0.8382,0.5075,1.2162,1.3009,1.1742,0.1341,Common
nati_mansuri,chalky,4.652,2.51,1.854,9.169,0.5931,0.9373,0.4634,1.0769,1.229,1.3352,0.1526,Rejected
nati_mansuri,damaged,4.317,2.65,1.629,8.986,0.4491,0.8816,0.3898,1.0725,1.3365,1.1931,0.135,Common
nati_mansuri,chalky,4.796,2.104,2.279,7.927,0.5503,0.9563,0.5631,1.1416,1.4168,1.1326,0.1608,Rejected
nati_mansuri,damaged,5.147,2.342,2.198,9.469,0.666,0.968,0.547,1.1388,1.2352,1.1003,0.1313,Common
nati_mansuri,whole,5.315,2.529,2.101,10.559,0.5888,0.8616,0.5264,1.1765,1.1991,1.2106,0.1215,Grade A
nati_mansuri,damaged,5.35,2.146,2.493,9.017,0.8143,0.9292,0.6005,1.1151,1.1324,1.0478,0.1334,Common
nati_mansuri,broken,4.884,2.075,2.354,7.959,0.5911,0.9481,0.5769,1.1338,1.279,1.2268,0.1048,Common
nati_mansuri,whole,4.823,2.325,2.074,8.808,0.9306,0.85,0.5202,1.1478,1.4231,1.1605,0.1658,Grade A
nati_mansuri,discolored,4.931,2.46,2.005,9.526,0.8121,0.9985,0.5036,1.096,1.3855,1.1595,0.1671,Rejected
nati_mansuri,broken,4.944,1.979,2.498,7.685,0.5876,0.9251,0.6013,0.9988,1.3565,1.2323,0.1498,Common
nati_mansuri,whole,5.493,2.329,2.358,10.049,0.7511,0.9301,0.5777,1.1318,1.2804,1.1779,0.1672,Grade B
nati_mansuri,discolored,4.765,2.064,2.309,7.724,0.8592,0.8906,0.5687,1.0134,1.3411,1.2847,0.1599,Rejected
nati_mansuri,foreign,5.281,2.125,2.485,8.815,0.6888,0.8974,0.5992,1.0299,1.2637,1.2465,0.157,Common
sonam,whole,7.09,1.822,3.891,10.146,0.7523,0.88,0.7437,1.1114,1.3454,1.2267,0.1696,Grade A
sonam,whole,6.738,1.743,3.865,9.226,1.0,0.9653,0.7419,1.1548,1.3113,1.1829,0.1561,Grade A
sonam,damaged,6.094,1.704,3.575,8.158,0.7207,0.908,0.7211,1.2187,1.2114,1.1649,0.2056,Rejected
sonam,broken,7.723,1.696,4.554,10.287,0.6901,0.9064,0.7809,1.0127,1.3052,1.2629,0.1762,Rejected
sonam,whole,7.079,1.744,4.06,9.694,0.6344,0.9835,0.7543,1.1002,1.3535,1.2198,0.2039,Grade B
sonam,broken,6.266,1.887,3.321,9.285,0.6936,0.8972,0.6998,1.1909,1.345,1.2131,0.1834,Common
sonam,chalky,6.445,1.899,3.395,9.611,0.8434,0.8511,0.7063,1.1094,1.4214,1.2794,0.1549,Common
sonam,whole,7.333,1.625,4.512,9.36,0.5796,0.9313,0.7788,1.1678,1.3061,1.2508,0.1387,Grade B
sonam,discolored,5.848,1.736,3.368,7.976,0.7063,0.9062,0.704,1.0605,1.1847,1.1792,0.1869,Common
sonam,whole,7.365,1.978,3.723,11.443,0.6184,0.8623,0.7321,1.1598,1.3808,1.234,0.0996,Grade A
sonam,whole,6.41,1.796,3.57,9.039,0.7487,0.9584,0.7207,1.1387,1.3565,1.2151,0.1806,Common
sonam,whole,6.679,1.812,3.686,9.507,0.7485,0.9334,0.7294,1.1528,1.4374,1.2259,0.1405,Grade B
sonam,whole,6.313,1.85,3.412,9.175,0.7516,0.8577,0.7078,1.107,1.2815,1.1808,0.1883,Common
sonam,whole,6.554,1.598,4.103,8.224,0.842,0.9496,0.7569,1.0876,1.3876,1.2058,0.1514,Grade B
sonam,whole,6.645,1.818,3.655,9.49,0.6501,0.9535,0.7271,1.2421,1.2697,1.1101,0.0999,Grade A
sonam,chalky,6.894,1.82,3.788,9.853,0.5397,0.8293,0.7367,1.1478,1.3408,1.1845,0.1103,Rejected
sonam,whole,6.925,1.673,4.14,9.099,0.7045,0.8517,0.759,1.1935,1.3365,1.1039,0.151,Common
sonam,whole,6.676,1.616,4.13,8.475,0.7567,0.8876,0.7585,1.0006,1.3003,1.2689,0.1484,Grade B
sonam,whole,6.952,1.781,3.904,9.724,0.6932,0.9068,0.7445,1.1119,1.3725,1.1539,0.1277,Grade A
sonam,whole,7.039,1.846,3.814,10.203,0.5942,0.9512,0.7385,1.123,1.3471,1.1514,0.1648,Grade A
sonam,discolored,7.13,1.569,4.544,8.789,0.7565,0.9542,0.7804,1.0772,1.2644,1.1966,0.1685,Common
sonam,broken,7.593,1.724,4.405,10.281,0.5285,0.9613,0.7735,1.231,1.3614,1.1447,0.1563,Grade B
sonam,whole,6.192,1.755,3.528,8.535,0.5996,0.9263,0.7174,1.108,1.3441,1.2113,0.1304,Common
sonam,whole,6.355,2.136,2.975,10.662,0.7476,0.9123,0.665,1.2149,1.4773,1.2013,0.1704,Grade A
sonam,damaged,6.71,1.828,3.671,9.633,0.7333,0.948,0.7284,1.1443,1.2331,1.1537,0.1436,Rejected
sonam,whole,6.277,1.746,3.594,8.609,0.7953,0.905,0.7225,1.1576,1.3188,1.2254,0.1531,Grade A
sonam,broken,7.1,1.568,4.527,8.745,0.6637,0.9348,0.7796,1.162,1.4494,1.1865,0.2044,Common
sonam,discolored,7.168,1.663,4.31,9.362,0.7307,0.9174,0.7685,1.1675,1.3121,1.1916,0.2011,Rejected
sonam,whole,6.699,2.05,3.268,10.785,0.6322,0.8893,0.6949,1.2215,1.2944,1.3061,0.1868,Grade A
sonam,whole,6.791,1.815,3.741,9.682,0.8167,0.9994,0.7334,1.0889,1.3941,1.2559,0.1922,Grade A
sonam,whole,6.73,1.627,4.137,8.598,0.6797,0.969,0.7589,1.1483,1.4218,1.2305,0.1211,Grade A
sonam,broken,6.704,1.653,4.054,8.706,0.5299,0.8833,0.754,1.1183,1.3833,1.2213,0.2082,Grade B
sonam,whole,6.821,1.904,3.582,10.202,0.6563,0.9736,0.7216,1.1477,1.2756,1.2093,0.1528,Grade B
sonam,whole,6.787,1.859,3.65,9.911,0.7033,0.9873,0.7268,1.1764,1.3294,1.223,0.1689,Grade A
sonam,whole,6.664,1.577,4.225,8.256,0.8278,0.917,0.7639,1.1184,1.4017,1.2353,0.1261,Grade A
sonam,whole,6.015,1.696,3.546,8.014,0.6816,0.9143,0.7188,1.0411,1.4221,1.2039,0.1611,Grade B
sonam,whole,7.005,1.745,4.015,9.601,0.6103,0.9487,0.7515,1.2195,1.388,1.2654,0.1444,Grade A
sonam,discolored,7.725,2.031,3.803,12.324,0.6664,0.8623,0.7377,1.0661,1.1953,1.2036,0.2082,Common
sonam,broken,7.419,1.739,4.265,10.135,0.9036,1.0,0.7661,1.1221,1.2838,1.2518,0.1496,Common
sonam,broken,7.347,1.823,4.03,10.522,0.5737,0.8585,0.7525,1.1364,1.29,1.1895,0.1907,Common
sonam,foreign,6.354,1.749,3.634,8.726,0.7759,0.9424,0.7256,1.2219,1.3636,1.3209,0.1762,Common
sonam,whole,7.278,1.751,4.155,10.012,0.7014,0.9655,0.7599,1.2268,1.3883,1.205,0.2013,Grade A
sonam,whole,7.107,1.802,3.944,10.059,0.7606,0.9232,0.7471,1.1643,1.2648,1.2442,0.1898,Grade B
sonam,whole,6.91,1.841,3.753,9.992,0.5477,0.8934,0.7343,1.1184,1.414,1.1733,0.1839,Grade A
sonam,whole,6.912,1.741,3.969,9.453,0.6571,0.8348,0.7487,1.1151,1.2916,1.179,0.1725,Common
sonam,whole,7.248,1.886,3.842,10.738,0.6705,0.8969,0.7404,1.1488,1.3759,1.2939,0.1957,Grade A
sonam,whole,7.102,1.96,3.623,10.934,0.7939,0.9168,0.7248,1.0548,1.2501,1.2264,0.1703,Grade A
sonam,whole,7.084,1.627,4.353,9.054,0.8105,0.9011,0.7708,1.2055,1.2873,1.1484,0.1463,Grade A
sonam,whole,6.703,1.85,3.623,9.74,0.6829,0.9167,0.7247,1.0274,1.3613,1.2046,0.2083,Grade A
sonam,foreign,7.078,1.852,3.822,10.295,0.5992,0.8435,0.739,1.2222,1.4431,1.0608,0.1463,Rejected
sonam,whole,7.549,1.729,4.367,10.249,0.6509,0.9059,0.7715,1.0627,1.1936,1.2732,0.1047,Grade A
sonam,whole,6.911,1.933,3.575,10.492,0.5549,0.8738,0.7211,1.2028,1.3726,1.173,0.1961,Grade B
sonam,whole,6.395,1.738,3.68,8.729,0.7286,0.9106,0.729,1.1863,1.2076,1.1203,0.1654,Grade A
sonam,whole,6.004,1.803,3.33,8.502,0.6947,0.9527,0.7006,1.1341,1.3194,1.2806,0.1206,Grade B
sonam,whole,6.423,1.618,3.969,8.162,0.7782,0.9167,0.7487,1.1292,1.2415,1.192,0.1371,Grade B
sonam,whole,7.398,1.549,4.777,8.999,0.6193,1.0,0.7911,1.1039,1.2248,1.2231,0.1457,Grade A
sonam,whole,8.046,1.762,4.566,11.136,0.5074,0.9947,0.7814,1.1667,1.2687,1.154,0.1802,Grade A
sonam,whole,7.604,1.735,4.383,10.361,0.8496,0.9839,0.7724,1.0699,1.4127,1.1709,0.104,Common
sonam,whole,6.609,1.86,3.554,9.653,0.6537,0.9046,0.7194,1.1986,1.3385,1.1594,0.1811,Grade A
sonam,whole,6.993,1.859,3.762,10.209,0.702,0.9646,0.7349,1.0897,1.3569,1.116,0.1722,Grade B
sonam,broken,6.458,1.693,3.813,8.59,0.713,0.8668,0.7385,1.1553,1.3977,1.2421,0.1069,Common
sonam,whole,7.174,1.856,3.865,10.456,0.722,0.9716,0.742,1.2454,1.2538,1.2747,0.1574,Grade A
sonam,whole,6.672,1.65,4.043,8.648,0.6536,0.8651,0.7532,1.1031,1.2975,1.2158,0.1116,Grade A
sonam,whole,6.441,1.961,3.284,9.921,0.7225,0.9503,0.6964,1.2146,1.3052,1.1755,0.1862,Common
sonam,whole,7.426,1.768,4.2,10.313,0.7033,0.9211,0.7625,1.0739,1.3362,1.2938,0.1733,Grade A
sonam,whole,6.814,1.776,3.837,9.503,0.7331,0.9575,0.7401,1.1666,1.3035,1.2295,0.1744,Grade A
sonam,foreign,5.827,1.872,3.112,8.57,0.766,0.9574,0.6797,1.1063,1.3547,1.2954,0.2024,Common
sonam,whole,7.3,1.575,4.635,9.029,0.6677,0.9868,0.7847,1.1885,1.3595,1.1197,0.1585,Grade A
sonam,whole,6.535,1.85,3.533,9.493,0.6191,0.8687,0.7177,1.0061,1.4277,1.186,0.1647,Grade A
sonam,chalky,6.233,1.649,3.78,8.074,0.6277,0.9383,0.7361,1.0823,1.4697,1.2716,0.1843,Rejected
sonam,whole,6.702,1.795,3.733,9.45,0.717,0.9551,0.7328,1.1682,1.292,1.178,0.1792,Common
sonam,chalky,7.122,1.741,4.091,9.738,0.5413,0.9096,0.7561,1.1674,1.4744,1.1381,0.1472,Rejected
sonam,foreign,6.784,1.664,4.077,8.866,0.7559,0.8998,0.7553,1.0565,1.2586,1.314,0.1715,Common
sonam,foreign,6.848,1.763,3.886,9.48,0.7292,0.934,0.7433,1.1475,1.3392,1.2621,0.1607,Rejected
sonam,whole,6.36,1.708,3.723,8.532,0.5021,1.0,0.7321,1.1818,1.2636,1.1931,0.1409,Grade B
sonam,whole,6.852,1.784,3.841,9.598,0.7827,0.9148,0.7403,1.0245,1.3099,1.1517,0.1624,Grade B
sonam,whole,6.44,1.717,3.75,8.685,0.6618,0.957,0.7341,1.1196,1.3633,1.1725,0.1669,Grade B
sonam,damaged,7.152,1.808,3.956,10.154,0.8045,0.9099,0.7478,1.1529,1.3268,1.2042,0.1678,Rejected
sonam,whole,7.042,1.613,4.367,8.918,0.8434,0.827,0.7715,1.0889,1.3225,1.2347,0.2073,Grade A
sonam,whole,5.843,1.805,3.238,8.282,0.7272,0.9995,0.6921,1.1372,1.4135,1.245,0.1469,Grade A
sonam,chalky,6.129,1.994,3.073,9.599,0.6838,0.9798,0.6756,1.1012,1.3515,1.2226,0.1586,Common
sonam,whole,6.383,1.619,3.944,8.115,0.8243,0.9564,0.7471,1.134,1.4632,1.1939,0.1997,Grade B
sonam,whole,7.632,1.949,3.916,11.68,0.6879,0.9564,0.7453,1.1058,1.3963,1.0665,0.1294,Common
sonam,whole,7.241,1.763,4.108,10.023,0.7208,0.8527,0.7572,1.2409,1.4252,1.198,0.1479,Grade B
sonam,broken,7.229,2.126,3.401,12.07,0.6078,0.879,0.7068,1.0587,1.3653,1.2205,0.1554,Common
sonam,whole,6.113,1.71,3.574,8.213,0.782,0.8966,0.721,1.0821,1.4115,1.1326,0.151,Grade B
sonam,whole,7.152,1.715,4.171,9.632,0.8409,0.9137,0.7608,1.1703,1.3897,1.1723,0.0984,Common
sonam,whole,7.05,1.766,3.992,9.779,0.657,1.0,0.7501,1.0417,1.3887,1.1755,0.1499,Grade A
sonam,whole,7.057,2.009,3.513,11.133,0.747,0.9252,0.7162,1.0708,1.3713,1.3394,0.1486,Grade A
sonam,whole,6.631,1.716,3.864,8.936,0.6511,0.7827,0.7419,1.1543,1.2624,1.1134,0.1826,Grade A
sonam,damaged,6.313,1.749,3.609,8.673,0.8466,0.8495,0.7237,1.038,1.3515,1.279,0.1128,Rejected
sonam,whole,5.873,1.92,3.059,8.856,0.7877,0.9044,0.6742,1.2051,1.4209,1.2162,0.1465,Grade A
sonam,whole,7.056,1.751,4.029,9.706,0.4802,0.9834,0.7524,1.1414,1.2996,1.2614,0.2057,Grade A
sonam,whole,6.158,1.875,3.285,9.068,0.7128,0.9518,0.6965,1.1,1.1801,1.183,0.1722,Grade B
sonam,whole,7.262,1.703,4.265,9.712,0.7362,0.8945,0.7661,1.1409,1.4014,1.1364,0.1396,Grade A
sonam,chalky,6.412,2.106,3.044,10.605,0.9004,0.9151,0.6726,1.1121,1.2746,1.2059,0.1178,Rejected
sonam,whole,6.525,1.764,3.699,9.039,0.5299,0.9387,0.7304,1.1459,1.3351,1.197,0.1512,Common
sonam,whole,6.942,1.832,3.789,9.989,0.8123,0.9538,0.7367,1.1416,1.4515,1.2352,0.1991,Grade B
sonam,whole,7.387,1.82,4.058,10.561,0.6948,0.9341,0.7542,1.1093,1.3482,1.1745,0.1982,Grade A
sonam,broken,6.384,1.84,3.469,9.227,0.7187,0.9394,0.7125,1.0684,1.2019,1.2475,0.2045,Common
sonam,whole,6.928,1.799,3.851,9.788,0.6602,0.8508,0.741,1.1893,1.268,1.1632,0.1898,Grade A
sonam,whole,5.953,1.571,3.788,7.347,0.6982,0.9347,0.7367,1.1591,1.3059,1.3618,0.1532,Grade A
sonam,whole,6.856,1.892,3.623,10.189,0.8204,0.8455,0.7248,1.1152,1.3657,1.2452,0.1602,Grade B
sonam,whole,7.501,1.949,3.849,11.482,0.5655,0.8662,0.7409,1.0672,1.3842,1.1329,0.1501,Common
sonam,discolored,7.005,1.79,3.913,9.848,0.7259,0.8667,0.7451,1.1657,1.2809,1.1905,0.1671,Common
sonam,broken,6.846,1.804,3.796,9.698,0.6249,0.905,0.7373,1.1301,1.22,1.1822,0.1716,Common
sonam,whole,7.371,1.613,4.569,9.34,0.8358,0.9128,0.7816,1.1551,1.2903,1.2654,0.1722,Grade A
sonam,whole,6.143,1.828,3.36,8.82,0.7572,0.9525,0.7033,1.1229,1.2374,1.1691,0.1946,Grade A
sonam,whole,6.316,1.85,3.413,9.179,0.6542,0.9723,0.7079,1.1764,1.2903,1.2024,0.1435,Grade A
sonam,whole,6.889,1.849,3.726,10.003,0.7149,0.9049,0.7324,1.186,1.3351,1.2522,0.1068,Grade A
sonam,chalky,6.159,1.768,3.483,8.553,0.6698,0.9994,0.7137,1.154,1.3433,1.2602,0.1711,Common
sonam,foreign,6.301,1.848,3.409,9.147,0.5452,0.9302,0.7075,1.1416,1.4641,1.1161,0.142,Common
sonam,whole,7.17,1.85,3.875,10.42,0.718,0.8722,0.7426,1.0946,1.4296,1.2069,0.1713,Grade A
sonam,whole,7.22,1.875,3.85,10.635,0.9306,0.8692,0.7409,1.1794,1.2251,1.2194,0.1893,Common
sonam,whole,5.868,1.769,3.316,8.153,0.6437,0.8849,0.6994,1.1531,1.4197,1.202,0.1662,Grade A
sonam,whole,6.851,1.8,3.806,9.687,0.5911,0.9754,0.7379,1.1477,1.3616,1.1616,0.1462,Grade A
sonam,whole,6.04,1.71,3.533,8.112,0.7523,0.8873,0.7177,1.0689,1.2648,1.1827,0.1494,Grade B
sonam,whole,7.261,1.975,3.676,11.265,0.6001,0.8589,0.7287,1.0636,1.4368,1.1772,0.1225,Grade A
sonam,chalky,6.921,1.838,3.766,9.989,0.6172,0.9543,0.7352,1.0916,1.3175,1.2512,0.1407,Common
sonam,whole,6.414,1.742,3.681,8.777,0.7556,1.0,0.7291,1.1663,1.3678,1.2418,0.1278,Common
sonam,whole,6.945,1.817,3.821,9.913,0.738,0.9044,0.739,1.1335,1.2318,1.1908,0.2017,Common
sonam,whole,7.653,1.596,4.796,9.593,0.5891,1.0,0.7919,1.1328,1.3106,1.138,0.1734,Grade B
sonam,whole,6.737,1.75,3.85,9.258,0.7256,0.864,0.741,1.2051,1.4033,1.1882,0.1535,Grade A
sonam,whole,6.6,1.759,3.751,9.121,0.8613,0.9673,0.7341,1.1861,1.3596,1.143,0.1588,Grade B
sonam,broken,7.086,2.148,3.298,11.957,0.8062,0.9907,0.6977,1.1431,1.4074,1.1669,0.1839,Rejected
sonam,whole,7.392,1.719,4.3,9.981,0.6813,0.9248,0.768,1.0682,1.3482,1.1069,0.1914,Grade A
sonam,discolored,6.425,1.765,3.64,8.905,0.7688,0.9474,0.7261,1.0877,1.2623,1.2494,0.1383,Rejected
sonam,whole,6.94,1.929,3.598,10.514,0.5737,0.8244,0.7229,1.096,1.4741,1.3313,0.2149,Grade A
sonam,damaged,5.746,1.708,3.364,7.707,0.6802,0.985,0.7036,1.1821,1.3482,1.1566,0.1312,Rejected
sonam,whole,6.976,1.645,4.241,9.012,0.7651,0.9413,0.7648,1.0658,1.2673,1.2513,0.153,Grade B
ir64,whole,5.405,1.998,2.705,8.483,0.7063,0.8836,0.6317,1.0552,1.3561,1.2407,0.1681,Grade B
ir64,whole,6.27,1.847,3.395,9.094,0.5987,0.832,0.7063,1.0833,1.2597,1.2216,0.1573,Grade A
ir64,broken,5.451,1.698,3.21,7.27,0.6019,0.8815,0.6895,1.196,1.3153,1.2297,0.105,Common
ir64,whole,4.801,1.88,2.553,7.089,0.7496,0.9522,0.6099,1.0693,1.2756,1.1542,0.1533,Grade B
ir64,whole,6.0,1.867,3.214,8.799,0.6152,0.9609,0.6898,1.1653,1.3681,1.1111,0.136,Common
ir64,broken,5.171,2.078,2.488,8.438,0.6285,1.0,0.5997,1.2027,1.3483,1.2717,0.1519,Common
ir64,whole,5.698,1.957,2.912,8.757,0.5295,0.9158,0.6578,1.1594,1.3757,1.2203,0.1338,Grade A
ir64,whole,5.478,1.947,2.814,8.376,0.7619,1.0,0.6459,1.1174,1.2827,1.1744,0.1537,Grade A
ir64,whole,5.78,2.036,2.84,9.242,0.7458,0.9417,0.6491,1.0037,1.3509,1.1497,0.1171,Grade A
ir64,whole,5.511,1.714,3.215,7.419,0.7478,0.848,0.6899,1.1184,1.3191,1.2431,0.2035,Grade A
ir64,whole,5.489,2.074,2.647,8.941,0.7216,0.9024,0.6237,1.0835,1.2107,1.2493,0.1638,Common
ir64,whole,5.337,1.817,2.938,7.615,0.7359,0.868,0.6608,1.2209,1.1954,1.2064,0.197,Common
ir64,whole,5.213,1.765,2.953,7.226,0.777,0.9953,0.6625,1.0837,1.2089,1.0425,0.1206,Common
ir64,whole,5.555,2.272,2.445,9.911,0.7673,0.9353,0.5927,1.086,1.2533,1.2743,0.156,Common
ir64,broken,4.759,1.885,2.524,7.047,0.6142,0.8927,0.6054,1.1438,1.2914,1.1854,0.1894,Common
ir64,whole,5.331,2.015,2.646,8.438,0.6719,0.9262,0.6234,1.1367,1.3347,1.1448,0.1163,Grade B
ir64,whole,5.88,1.727,3.405,7.974,0.672,0.9136,0.7072,1.1384,1.0822,1.2,0.1155,Grade B
ir64,discolored,5.258,1.953,2.692,8.067,0.5948,0.8962,0.6298,1.0384,1.1533,1.2511,0.1111,Rejected
ir64,discolored,5.354,1.86,2.879,7.82,0.7226,0.9759,0.6539,1.0398,1.288,1.0861,0.1382,Rejected
ir64,chalky,5.614,1.855,3.027,8.177,0.6543,0.8496,0.6707,1.1146,1.3845,1.1242,0.1313,Rejected
ir64,whole,5.003,1.971,2.538,7.746,0.7283,0.9149,0.6075,0.9614,1.3401,1.2812,0.1535,Grade A
ir64,whole,6.308,2.155,2.928,10.675,0.764,0.9378,0.6596,1.0703,1.284,1.1853,0.1665,Grade B
ir64,discolored,5.032,2.038,2.469,8.055,0.7737,0.9509,0.5966,1.0722,1.5331,1.1134,0.1175,Rejected
ir64,whole,5.693,2.36,2.413,10.552,0.6164,0.9067,0.5872,1.1746,1.2986,1.1699,0.167,Grade B
ir64,foreign,5.709,2.175,2.625,9.753,0.8291,0.9354,0.6204,1.1275,1.3171,1.2193,0.1517,Common
ir64,whole,5.6,2.203,2.541,9.691,0.8516,0.8446,0.6081,1.1106,1.2449,1.1713,0.1621,Common
ir64,whole,4.835,1.836,2.633,6.971,0.7896,0.783,0.6217,1.1812,1.3417,1.269,0.144,Grade A
ir64,whole,6.11,2.157,2.832,10.352,0.6337,0.9243,0.6482,1.078,1.2345,1.2473,0.1141,Grade B
ir64,whole,5.242,1.812,2.893,7.462,0.551,0.9273,0.6555,1.1797,1.2852,1.0997,0.1752,Grade B
ir64,chalky,5.409,2.088,2.591,8.868,0.8622,0.894,0.6155,1.0301,1.3505,1.2379,0.1502,Common
ir64,damaged,5.811,1.869,3.109,8.532,0.7049,0.8524,0.6793,1.1512,1.279,1.1639,0.149,Rejected
ir64,whole,5.836,1.973,2.958,9.046,0.7764,0.94,0.663,1.0844,1.29,1.1811,0.1652,Grade B
ir64,chalky,5.453,1.934,2.82,8.282,0.8969,0.967,0.6467,1.0644,1.3457,1.1971,0.1617,Rejected
ir64,whole,5.738,1.989,2.884,8.966,0.8042,0.9317,0.6545,1.1173,1.3251,1.1844,0.1503,Grade A
ir64,whole,5.365,1.872,2.866,7.89,0.6001,0.8504,0.6523,1.0572,1.2861,1.1962,0.1419,Grade A
ir64,foreign,6.035,2.076,2.907,9.838,0.8907,0.8711,0.6572,1.2233,1.2228,1.2043,0.1118,Rejected
ir64,whole,5.538,2.121,2.611,9.227,0.7099,0.8939,0.6184,1.076,1.3649,1.1508,0.1775,Common
ir64,whole,6.089,1.716,3.548,8.208,0.8133,1.0,0.7189,1.1251,1.3479,1.2522,0.1417,Grade A
ir64,whole,5.655,2.085,2.713,9.26,0.7516,0.9733,0.6327,1.0635,1.2574,1.3037,0.1455,Grade A
ir64,whole,5.68,1.989,2.856,8.871,0.6178,1.0,0.6511,1.0783,1.2098,1.163,0.0899,Grade A
ir64,whole,5.847,1.886,3.101,8.659,0.7888,0.9899,0.6786,1.1569,1.2828,1.1985,0.1043,Grade A
ir64,whole,5.878,2.437,2.412,11.252,0.75,0.8204,0.587,1.0883,1.3098,1.1952,0.1281,Grade A
ir64,broken,5.698,1.789,3.185,8.005,0.6055,0.9523,0.6871,1.0491,1.3431,1.1078,0.2029,Rejected
ir64,whole,5.29,1.962,2.696,8.152,0.7331,0.8917,0.6305,1.1186,1.346,1.2476,0.1737,Grade A
ir64,whole,5.531,1.975,2.801,8.58,0.9349,0.9675,0.6442,1.0547,1.308,1.1699,0.1459,Grade A
ir64,broken,6.325,2.098,3.014,10.424,0.4509,0.9808,0.6693,1.1754,1.2713,1.233,0.1242,Common
ir64,whole,5.491,1.682,3.264,7.255,0.6937,0.9161,0.6946,1.1819,1.3011,1.1647,0.1814,Grade B
ir64,whole,6.062,2.033,2.982,9.679,0.7003,0.9289,0.6658,1.0458,1.2578,1.1902,0.1442,Grade B
ir64,whole,5.942,2.002,2.969,9.341,0.8056,0.9399,0.6643,1.1108,1.2989,1.1327,0.1652,Common
ir64,chalky,5.584,1.915,2.916,8.397,0.8106,0.8575,0.6583,1.0847,1.3822,1.2089,0.1486,Rejected
ir64,chalky,4.993,1.941,2.573,7.611,0.8617,0.887,0.6129,1.0909,1.2567,1.1848,0.1325,Common
ir64,broken,5.795,2.034,2.85,9.255,0.7774,0.8675,0.6503,1.0896,1.2819,1.2173,0.1262,Common
ir64,whole,5.204,1.917,2.716,7.834,0.6468,1.0,0.6331,1.0842,1.4342,1.114,0.1203,Grade A
ir64,whole,5.493,1.88,2.922,8.108,0.6181,0.9779,0.659,1.1834,1.3759,1.2214,0.1528,Grade B
